,champion,gameId,lane,platformId,queue,role,season,timestamp
59,81,4704282397,NONE,KR,420,DUO_SUPPORT,13,1602184208512
61,84,4703683469,NONE,KR,420,DUO_SUPPORT,13,1602163932102
62,236,4703326369,NONE,KR,420,DUO_SUPPORT,13,1602159596639
63,235,4703371164,NONE,KR,420,DUO_SUPPORT,13,1602158206843
64,111,4703120450,BOTTOM,KR,420,DUO_SUPPORT,13,1602154854141
66,81,4702628730,BOTTOM,KR,420,DUO_CARRY,13,1602137561787
67,235,4702163751,BOTTOM,KR,420,DUO_CARRY,13,1602098166051
68,235,4702201761,MID,KR,420,DUO,13,1602096038421
69,235,4702068402,BOTTOM,KR,420,DUO_CARRY,13,1602092852118
70,84,4701273890,MID,KR,420,SOLO,13,1602074295251
71,202,4701225966,BOTTOM,KR,420,DUO_CARRY,13,1602072397186
72,235,4701201230,NONE,KR,420,DUO_SUPPORT,13,1602071098395
73,235,4701063875,BOTTOM,KR,420,DUO_CARRY,13,1602068825695
74,84,4701044060,MID,KR,420,SOLO,13,1602065664872
75,236,4700744417,MID,KR,420,DUO_SUPPORT,13,1602053597487
76,22,4700569670,BOTTOM,KR,420,DUO_CARRY,13,1602051472516
77,84,4700651654,MID,KR,420,SOLO,13,1602048122701
78,12,4700525561,BOTTOM,KR,420,DUO_SUPPORT,13,1602045118325
79,235,4700471522,BOTTOM,KR,420,DUO_CARRY,13,1602043073861
81,235,4699896653,BOTTOM,KR,420,DUO_CARRY,13,1602006069895
82,235,4699874919,NONE,KR,420,DUO_SUPPORT,13,1602004751045
83,67,4699016488,BOTTOM,KR,420,DUO_CARRY,13,1601985851603
84,22,4698948625,BOTTOM,KR,420,DUO_CARRY,13,1601983658043
88,81,4698619853,BOTTOM,KR,420,DUO_CARRY,13,1601972251060
89,22,4697706956,NONE,KR,420,DUO_SUPPORT,13,1601924304126
90,22,4697684602,BOTTOM,KR,420,SOLO,13,1601921498602
91,22,4697700760,BOTTOM,KR,420,DUO_CARRY,13,1601918695962
92,22,4697605107,BOTTOM,KR,420,SOLO,13,1601915584239
93,22,4697527742,BOTTOM,KR,420,DUO_CARRY,13,1601912413571
96,22,4697342267,BOTTOM,KR,420,DUO_CARRY,13,1601904932743
98,40,4697128008,BOTTOM,KR,420,DUO_SUPPORT,13,1601900989317
1,432,4768786843,BOTTOM,KR,420,DUO_SUPPORT,13,1604762529972
33,432,4750831186,BOTTOM,KR,420,DUO_SUPPORT,13,1604061213512
34,432,4750608745,BOTTOM,KR,420,DUO_SUPPORT,13,1604058007435
37,80,4749772248,BOTTOM,KR,420,DUO_SUPPORT,13,1604037327082
39,89,4749671609,BOTTOM,KR,420,DUO_SUPPORT,13,1604031587696
40,432,4749365191,BOTTOM,KR,420,DUO_SUPPORT,13,1603990049142
41,164,4749196869,BOTTOM,KR,420,DUO_SUPPORT,13,1603985917870
44,164,4747297832,NONE,KR,420,DUO_SUPPORT,13,1603897203090
45,98,4745295867,BOTTOM,KR,420,DUO_SUPPORT,13,1603812820749
46,22,4745262412,BOTTOM,KR,420,DUO_CARRY,13,1603810767035
47,201,4741710928,BOTTOM,KR,420,DUO_SUPPORT,13,1603641374585
48,432,4732962469,NONE,KR,420,DUO_SUPPORT,13,1603344415905
49,111,4731845827,BOTTOM,KR,420,DUO_SUPPORT,13,1603284162723
50,7,4731756487,BOTTOM,KR,420,DUO_SUPPORT,13,1603282268134
51,516,4730540073,BOTTOM,KR,420,DUO_SUPPORT,13,1603207177097
52,201,4730255511,BOTTOM,KR,420,DUO_SUPPORT,13,1603205415205
53,80,4730076084,JUNGLE,KR,420,NONE,13,1603202502067
56,80,4729506862,BOTTOM,KR,420,DUO_SUPPORT,13,1603183958363
57,80,4729492718,BOTTOM,KR,420,DUO_SUPPORT,13,1603182173596
58,25,4712583623,BOTTOM,KR,420,DUO_SUPPORT,13,1602494541876
59,164,4710522903,MID,KR,420,DUO_SUPPORT,13,1602404726668
60,22,4709087049,BOTTOM,KR,420,DUO_CARRY,13,1602346342171
61,98,4708909403,MID,KR,420,DUO_SUPPORT,13,1602341695315
62,164,4708891322,BOTTOM,KR,420,DUO_SUPPORT,13,1602339690649
64,497,4708309372,BOTTOM,KR,420,DUO_SUPPORT,13,1602334522565
69,223,4705821666,BOTTOM,KR,420,DUO_SUPPORT,13,1602243405629
70,432,4705741479,BOTTOM,KR,420,DUO_SUPPORT,13,1602240644950
71,80,4704961375,NONE,KR,420,DUO_SUPPORT,13,1602225064316
72,25,4704765003,NONE,KR,420,DUO_SUPPORT,13,1602222752116
73,412,4704707562,BOTTOM,KR,420,DUO_SUPPORT,13,1602220430873
74,111,4703579602,BOTTOM,KR,420,DUO_SUPPORT,13,1602162990208
75,22,4703307500,BOTTOM,KR,420,DUO_CARRY,13,1602159804310
76,875,4703311633,NONE,KR,420,DUO_SUPPORT,13,1602158210248
77,80,4703074480,BOTTOM,KR,420,DUO_SUPPORT,13,1602156032523
78,89,4703028436,NONE,KR,420,DUO_SUPPORT,13,1602154105284
79,80,4702872147,BOTTOM,KR,420,DUO_SUPPORT,13,1602147567096
80,81,4702788014,BOTTOM,KR,420,DUO_CARRY,13,1602145847146
81,12,4702749640,BOTTOM,KR,420,DUO_SUPPORT,13,1602142429660
83,80,4702711272,NONE,KR,420,DUO_SUPPORT,13,1602138638348
84,44,4701320969,BOTTOM,KR,420,DUO_SUPPORT,13,1602073663321
85,201,4701051522,MID,KR,420,DUO_SUPPORT,13,1602064733826
87,201,4700881950,MID,KR,420,DUO_SUPPORT,13,1602060696598
88,235,4700691443,BOTTOM,KR,420,DUO_SUPPORT,13,1602052234308
89,80,4700605838,BOTTOM,KR,420,DUO_SUPPORT,13,1602049892836
92,89,4700532359,NONE,KR,420,DUO_SUPPORT,13,1602043547793
93,89,4699865227,BOTTOM,KR,420,DUO_SUPPORT,13,1602004213345
94,89,4699850899,BOTTOM,KR,420,DUO_SUPPORT,13,1602001594549
95,223,4699532219,NONE,KR,420,DUO_SUPPORT,13,1601995383343
96,89,4699302592,BOTTOM,KR,420,DUO_SUPPORT,13,1601992214876
99,432,4698949065,MID,KR,420,DUO_SUPPORT,13,1601983825208
0,105,4768896199,MID,KR,420,SOLO,13,1604765165611
1,105,4768818176,MID,KR,420,SOLO,13,1604762927822
3,105,4765199663,MID,KR,420,SOLO,13,1604654620132
8,105,4763158247,MID,KR,420,SOLO,13,1604564871951
11,105,4761698052,MID,KR,420,DUO_CARRY,13,1604492389321
18,105,4761115618,NONE,KR,420,DUO,13,1604468250440
21,57,4759976211,NONE,KR,450,DUO_SUPPORT,13,1604411563501
22,105,4759842376,MID,KR,420,SOLO,13,1604405791820
23,105,4759764254,MID,KR,420,SOLO,13,1604403771541
25,62,4757031654,TOP,KR,420,SOLO,13,1604290065389
26,8,4756728284,MID,KR,420,DUO_SUPPORT,13,1604257816328
31,105,4755310049,NONE,KR,420,DUO_SUPPORT,13,1604219477875
33,38,4755066957,TOP,KR,420,SOLO,13,1604213773368
35,105,4750615740,MID,KR,420,SOLO,13,1604057155793
36,105,4750479647,MID,KR,420,SOLO,13,1604055245225
37,105,4749717964,NONE,KR,420,DUO_SUPPORT,13,1604035363045
40,105,4740517233,MID,KR,420,DUO,13,1603617344607
41,105,4740457526,MID,KR,420,SOLO,13,1603615027663
42,105,4734301763,MID,KR,420,SOLO,13,1603378102223
43,38,4734187234,NONE,KR,420,DUO_SUPPORT,13,1603376694940
44,105,4734146034,JUNGLE,KR,420,NONE,13,1603373964267
45,105,4733943942,MID,KR,420,SOLO,13,1603368486332
46,105,4726320735,NONE,KR,420,DUO_SUPPORT,13,1603025305395
47,38,4726184946,MID,KR,420,SOLO,13,1603023533146
49,105,4726014015,NONE,KR,420,DUO_SUPPORT,13,1603018102427
50,38,4724496100,MID,KR,420,SOLO,13,1602958245909
51,62,4724470736,TOP,KR,420,SOLO,13,1602955264825
52,62,4724406500,NONE,KR,420,DUO_SUPPORT,13,1602953857034
53,105,4724163312,NONE,KR,420,DUO_SUPPORT,13,1602946002431
55,105,4713073781,NONE,KR,420,DUO_SUPPORT,13,1602510433370
56,105,4712966346,MID,KR,420,SOLO,13,1602508360689
57,105,4712925482,MID,KR,420,SOLO,13,1602505772125
58,105,4712827631,MID,KR,420,SOLO,13,1602503611040
59,62,4702190993,TOP,KR,420,SOLO,13,1602095203311
60,105,4702158521,NONE,KR,420,DUO_SUPPORT,13,1602093356666
61,105,4702116016,MID,KR,420,DUO,13,1602091366034
62,105,4702063378,NONE,KR,420,DUO_SUPPORT,13,1602089641993
63,105,4701968475,MID,KR,420,SOLO,13,1602087253189
64,105,4698374722,MID,KR,420,DUO_CARRY,13,1601960329695
65,62,4692813659,MID,KR,420,SOLO,13,1601739216652
66,105,4692611526,MID,KR,420,SOLO,13,1601736472993
69,105,4692010473,MID,KR,420,SOLO,13,1601725318012
70,105,4691747728,MID,KR,420,SOLO,13,1601719574285
71,105,4674621746,MID,KR,420,SOLO,13,1601133817392
72,105,4674551232,MID,KR,420,SOLO,13,1601131576198
73,105,4674174934,MID,KR,420,SOLO,13,1601129629980
74,105,4671957027,MID,KR,420,SOLO,13,1601050388832
76,38,4671812135,MID,KR,420,SOLO,13,1601045978826
77,105,4671664945,MID,KR,420,DUO_CARRY,13,1601044102609
78,105,4671473612,MID,KR,420,SOLO,13,1601039349198
79,105,4671163363,MID,KR,420,SOLO,13,1601037035229
80,105,4651247591,MID,KR,420,DUO_CARRY,13,1600283645660
81,105,4651185735,MID,KR,420,SOLO,13,1600281468960
82,62,4651163856,TOP,KR,420,SOLO,13,1600279578769
83,105,4651221405,NONE,KR,420,DUO_SUPPORT,13,1600277959263
84,62,4646743788,MID,KR,420,DUO,13,1600098368476
85,105,4646678080,TOP,KR,420,DUO,13,1600096395981
86,105,4646601981,NONE,KR,420,DUO_SUPPORT,13,1600094034643
87,105,4646264071,MID,KR,420,SOLO,13,1600086623812
88,38,4642148738,MID,KR,420,SOLO,13,1599924570094
89,105,4636370029,TOP,KR,420,SOLO,13,1599721072043
90,105,4636242934,TOP,KR,420,DUO,13,1599717926117
91,38,4634383747,TOP,KR,420,SOLO,13,1599642246357
92,105,4634119636,MID,KR,420,SOLO,13,1599640027229
93,105,4634142703,MID,KR,420,SOLO,13,1599636946320
94,105,4634047622,MID,KR,420,SOLO,13,1599634963534
95,105,4633966718,MID,KR,420,DUO,13,1599630535486
96,105,4633869373,TOP,KR,420,DUO,13,1599627376348
97,105,4633492176,MID,KR,420,SOLO,13,1599590086749
98,62,4633399616,MID,KR,420,SOLO,13,1599587842857
99,105,4633465450,MID,KR,420,SOLO,13,1599585362465
0,360,4770007637,BOTTOM,KR,430,DUO_CARRY,13,1604816142420
1,2,4769923070,JUNGLE,KR,430,NONE,13,1604811728800
2,157,4769647708,TOP,KR,430,SOLO,13,1604810090119
3,5,4769454210,JUNGLE,KR,430,NONE,13,1604804181318
4,157,4769461432,TOP,KR,430,SOLO,13,1604802708259
5,2,4769370066,JUNGLE,KR,430,NONE,13,1604801074762
6,105,4769306301,MID,KR,430,SOLO,13,1604798623960
7,142,4769294198,NONE,KR,900,DUO_SUPPORT,13,1604796705700
8,517,4769292822,TOP,KR,900,DUO_SUPPORT,13,1604795243933
9,38,4769340948,NONE,KR,900,DUO_SUPPORT,13,1604794090286
10,555,4769270850,BOTTOM,KR,900,DUO,13,1604792552207
11,7,4769189668,MID,KR,430,SOLO,13,1604790476316
12,157,4769229159,NONE,KR,430,DUO,13,1604790098944
13,5,4769178630,JUNGLE,KR,430,NONE,13,1604788254405
14,236,4769217277,TOP,KR,430,SOLO,13,1604785732676
15,777,4767819348,NONE,KR,450,DUO,13,1604746067721
16,31,4767814950,NONE,KR,450,DUO_SUPPORT,13,1604744823915
17,105,4767287677,MID,KR,420,SOLO,13,1604730602606
18,105,4766642119,MID,KR,420,SOLO,13,1604692194988
25,875,4765538606,MID,KR,420,SOLO,13,1604661085543
26,105,4765493993,NONE,KR,420,DUO_SUPPORT,13,1604659841439
27,105,4765375643,NONE,KR,420,DUO_SUPPORT,13,1604656922882
28,105,4765275847,MID,KR,420,SOLO,13,1604653243884
29,105,4765262825,NONE,KR,420,DUO_SUPPORT,13,1604651987412
30,105,4764879005,NONE,KR,420,DUO_SUPPORT,13,1604650343105
31,105,4764873294,MID,KR,420,SOLO,13,1604648017006
32,105,4764845533,TOP,KR,420,SOLO,13,1604644864966
33,105,4764851209,NONE,KR,420,DUO_SUPPORT,13,1604642857871
34,105,4764405658,MID,KR,420,DUO_CARRY,13,1604601845332
35,105,4764383583,NONE,KR,420,DUO_SUPPORT,13,1604599721388
36,105,4764347387,MID,KR,420,SOLO,13,1604595333812
37,105,4764248369,MID,KR,420,DUO,13,1604590984282
38,105,4764118989,MID,KR,420,DUO,13,1604587524088
39,105,4764150499,MID,KR,420,DUO,13,1604585015666
40,105,4764011787,MID,KR,420,SOLO,13,1604582624255
41,105,4763799104,MID,KR,420,SOLO,13,1604579195179
44,105,4759146865,MID,KR,420,SOLO,13,1604384828733
45,555,4754109644,BOTTOM,KR,430,DUO_SUPPORT,13,1604182612159
46,5,4754118704,JUNGLE,KR,430,NONE,13,1604181096384
47,5,4752294274,JUNGLE,KR,430,NONE,13,1604123026544
48,7,4752187740,TOP,KR,430,DUO,13,1604120845001
49,555,4750004328,JUNGLE,KR,900,NONE,13,1604042549604
50,7,4749911432,NONE,KR,900,DUO_SUPPORT,13,1604041161926
51,157,4749709502,TOP,KR,430,SOLO,13,1604035942102
52,517,4749743421,JUNGLE,KR,900,NONE,13,1604032793399
53,105,4746495371,MID,KR,420,DUO,13,1603880089037
54,105,4746434836,NONE,KR,420,DUO_SUPPORT,13,1603875695385
55,105,4746410321,TOP,KR,420,DUO,13,1603873736429
56,105,4746314027,MID,KR,420,DUO,13,1603871216933
57,105,4746340477,NONE,KR,420,DUO_SUPPORT,13,1603869721340
58,105,4746255686,MID,KR,420,SOLO,13,1603867745722
59,875,4745541338,TOP,KR,420,SOLO,13,1603823604914
60,105,4745531144,NONE,KR,420,DUO_SUPPORT,13,1603822327153
61,105,4745389059,MID,KR,420,SOLO,13,1603819586098
62,105,4745450310,MID,KR,420,SOLO,13,1603815966725
63,105,4745317158,MID,KR,420,SOLO,13,1603813531398
65,105,4744639341,MID,KR,420,SOLO,13,1603796715956
66,105,4744356688,MID,KR,420,SOLO,13,1603792229016
67,105,4744269697,TOP,KR,420,DUO,13,1603790402473
68,105,4734545437,NONE,KR,420,DUO_SUPPORT,13,1603390346861
69,105,4734465480,NONE,KR,420,DUO,13,1603388969643
70,105,4734492808,NONE,KR,420,DUO_SUPPORT,13,1603387293489
72,105,4733386924,MID,KR,420,DUO,13,1603362845919
74,105,4733271462,MID,KR,420,SOLO,13,1603356923385
76,105,4733180968,NONE,KR,420,DUO,13,1603352707446
77,105,4732479454,MID,KR,420,DUO,13,1603298868379
78,105,4729423273,BOTTOM,KR,420,DUO,13,1603178445242
79,105,4729340810,NONE,KR,420,DUO_SUPPORT,13,1603172920900
80,105,4727984235,TOP,KR,420,DUO,13,1603108372719
81,105,4727955721,MID,KR,420,SOLO,13,1603106405917
82,105,4727872221,MID,KR,420,SOLO,13,1603104563577
83,105,4721657215,MID,KR,420,SOLO,13,1602861249699
84,105,4721516043,MID,KR,420,DUO,13,1602858097004
85,105,4721366363,MID,KR,420,SOLO,13,1602855612981
86,105,4719906624,MID,KR,420,SOLO,13,1602796835109
87,105,4719895065,MID,KR,420,SOLO,13,1602792913338
88,105,4719884467,NONE,KR,420,DUO_SUPPORT,13,1602791537890
89,105,4719790413,NONE,KR,420,DUO_SUPPORT,13,1602779549189
90,105,4719707071,NONE,KR,420,DUO_SUPPORT,13,1602778026544
91,105,4719732661,NONE,KR,420,DUO_SUPPORT,13,1602776259029
92,105,4719580565,NONE,KR,420,DUO_SUPPORT,13,1602772009034
93,105,4718565504,NONE,KR,420,DUO,13,1602754739933
94,105,4718405017,MID,KR,420,SOLO,13,1602746098158
95,105,4718358000,MID,KR,420,SOLO,13,1602743117443
96,105,4718300499,NONE,KR,420,DUO_SUPPORT,13,1602739409286
97,105,4717671234,MID,KR,420,SOLO,13,1602688814808
98,105,4717231145,MID,KR,420,SOLO,13,1602682714865
99,105,4717034887,MID,KR,420,DUO,13,1602678357180
0,91,4765900953,NONE,KR,900,DUO_SUPPORT,13,1604669203578
3,91,4749941807,MID,KR,420,SOLO,13,1604041469152
5,62,4747654898,NONE,KR,450,DUO_SUPPORT,13,1603917932296
7,91,4742346593,MID,KR,420,SOLO,13,1603698786314
9,91,4742205682,MID,KR,420,SOLO,13,1603693121481
10,91,4739938154,TOP,KR,420,DUO,13,1603603810019
11,91,4737865918,MID,KR,420,SOLO,13,1603531990211
12,91,4737852289,MID,KR,420,SOLO,13,1603528855678
13,91,4737715320,MID,KR,420,DUO,13,1603526370732
14,91,4737626728,MID,KR,420,SOLO,13,1603523984340
15,91,4737535511,MID,KR,420,SOLO,13,1603520786094
16,91,4736362337,MID,KR,420,SOLO,13,1603467743913
18,91,4736060655,MID,KR,420,DUO,13,1603459676521
19,91,4736012983,NONE,KR,420,DUO_SUPPORT,13,1603458159635
20,91,4735866395,NONE,KR,420,DUO_SUPPORT,13,1603456286688
21,91,4735846232,MID,KR,420,SOLO,13,1603454256977
22,91,4734008627,MID,KR,420,SOLO,13,1603371732173
23,91,4734020875,NONE,KR,420,DUO_SUPPORT,13,1603369965230
24,91,4733221318,MID,KR,420,SOLO,13,1603353070349
25,91,4733095751,JUNGLE,KR,420,NONE,13,1603350615217
26,91,4732999557,MID,KR,420,SOLO,13,1603347967940
27,91,4731505020,MID,KR,420,SOLO,13,1603275126892
28,91,4731447793,MID,KR,420,DUO,13,1603272682314
29,91,4731394063,MID,KR,420,SOLO,13,1603270680194
30,91,4731298789,NONE,KR,420,DUO_SUPPORT,13,1603268544894
31,91,4731312144,MID,KR,420,DUO,13,1603266067764
32,91,4731168128,NONE,KR,420,DUO_SUPPORT,13,1603264264660
33,91,4731149955,MID,KR,420,SOLO,13,1603261510758
34,91,4731105029,TOP,KR,420,DUO,13,1603259018541
35,91,4729524195,MID,KR,420,SOLO,13,1603182981995
36,91,4729368298,MID,KR,420,SOLO,13,1603179988432
37,91,4729329818,MID,KR,420,SOLO,13,1603176897193
38,91,4729353799,NONE,KR,420,DUO_SUPPORT,13,1603174670938
39,91,4729290398,MID,KR,420,DUO_CARRY,13,1603172152004
40,91,4729185133,MID,KR,420,SOLO,13,1603169309664
41,91,4727830688,MID,KR,420,DUO,13,1603100779355
42,91,4727725660,MID,KR,420,SOLO,13,1603098504215
43,91,4727693062,NONE,KR,420,DUO_SUPPORT,13,1603097034644
44,91,4727636594,MID,KR,420,SOLO,13,1603094786797
45,91,4727632008,NONE,KR,420,DUO_SUPPORT,13,1603092856205
46,91,4727482327,NONE,KR,420,DUO_SUPPORT,13,1603087933176
47,517,4726136018,NONE,KR,420,DUO_SUPPORT,13,1603021562654
48,91,4725979641,MID,KR,420,SOLO,13,1603019442012
49,91,4725982395,MID,KR,420,SOLO,13,1603017346415
50,91,4725726785,MID,KR,420,SOLO,13,1603009957763
51,91,4721491461,TOP,KR,420,DUO,13,1602856925485
52,517,4719897048,NONE,KR,900,DUO,13,1602797326966
53,245,4719945889,NONE,KR,900,DUO_SUPPORT,13,1602795882827
54,245,4719925559,NONE,KR,900,DUO_SUPPORT,13,1602794528485
55,36,4719924980,NONE,KR,900,DUO_SUPPORT,13,1602793272041
56,350,4719884743,NONE,KR,900,DUO_SUPPORT,13,1602792024117
57,876,4719883764,TOP,KR,900,DUO_SUPPORT,13,1602790406622
58,246,4719902647,NONE,KR,900,DUO,13,1602789332545
59,236,4719862123,NONE,KR,900,DUO_SUPPORT,13,1602787937200
60,91,4719534446,MID,KR,420,SOLO,13,1602770353135
61,91,4719395851,TOP,KR,420,DUO,13,1602767888733
62,91,4719307899,MID,KR,420,SOLO,13,1602765659144
63,91,4718525900,NONE,KR,420,DUO,13,1602750879363
65,91,4718434220,MID,KR,420,SOLO,13,1602745852270
66,91,4718317438,MID,KR,420,SOLO,13,1602742780933
67,91,4716779637,MID,KR,420,SOLO,13,1602673840872
68,91,4716843707,MID,KR,420,SOLO,13,1602671847278
69,91,4716668962,MID,KR,420,DUO_CARRY,13,1602669909866
70,91,4716703215,TOP,KR,420,DUO,13,1602667677821
71,91,4716589720,NONE,KR,420,DUO,13,1602666131054
72,91,4716584272,NONE,KR,420,DUO_SUPPORT,13,1602663826698
73,91,4716496040,MID,KR,420,SOLO,13,1602660394634
74,91,4716520595,MID,KR,420,SOLO,13,1602658114567
75,91,4716385499,MID,KR,420,DUO_CARRY,13,1602655839942
76,91,4716262506,NONE,KR,420,DUO_SUPPORT,13,1602649393347
77,91,4716179533,NONE,KR,420,DUO,13,1602647812548
78,91,4716206640,MID,KR,420,SOLO,13,1602646160611
79,91,4715108204,MID,KR,420,DUO,13,1602599371365
80,91,4714471647,NONE,KR,420,DUO,13,1602581220465
81,91,4714395029,MID,KR,420,SOLO,13,1602578484876
82,91,4714356290,MID,KR,420,DUO,13,1602575329085
83,91,4713028674,TOP,KR,420,DUO,13,1602509328178
84,91,4713020519,TOP,KR,420,SOLO,13,1602507137501
85,91,4712925506,NONE,KR,420,DUO_SUPPORT,13,1602505775336
86,91,4712859715,NONE,KR,420,DUO_SUPPORT,13,1602504414942
87,91,4712786440,NONE,KR,420,DUO_SUPPORT,13,1602502914883
88,91,4712570422,NONE,KR,420,DUO_SUPPORT,13,1602493031359
89,91,4712473942,MID,KR,420,SOLO,13,1602490100425
90,91,4712397970,TOP,KR,420,DUO_CARRY,13,1602487809322
91,91,4712413712,MID,KR,420,SOLO,13,1602486101198
92,91,4712430679,NONE,KR,420,DUO,13,1602484805299
93,91,4711642987,JUNGLE,KR,420,NONE,13,1602441381780
94,91,4711549955,MID,KR,420,DUO,13,1602438587326
95,91,4711469084,NONE,KR,420,DUO_SUPPORT,13,1602437137461
96,91,4711524732,MID,KR,420,SOLO,13,1602435170258
97,91,4711471356,MID,KR,420,SOLO,13,1602432989345
98,91,4711367845,NONE,KR,420,DUO_SUPPORT,13,1602431398587
99,91,4711359779,MID,KR,420,SOLO,13,1602429135278
0,61,4766321175,NONE,KR,450,DUO_SUPPORT,13,1604679846981
2,432,4764318675,BOTTOM,KR,420,DUO_SUPPORT,13,1604596068831
4,12,4764199210,BOTTOM,KR,420,DUO_SUPPORT,13,1604591283481
8,147,4762478569,BOTTOM,KR,420,DUO_SUPPORT,13,1604509279420
9,12,4762503693,BOTTOM,KR,420,DUO_SUPPORT,13,1604506684893
10,111,4762419687,BOTTOM,KR,420,DUO_SUPPORT,13,1604504860061
11,147,4762413226,BOTTOM,KR,420,DUO_SUPPORT,13,1604502299984
12,53,4762047953,NONE,KR,420,DUO_SUPPORT,13,1604500601450
14,432,4761961321,BOTTOM,KR,420,DUO_SUPPORT,13,1604495976908
17,147,4759178322,BOTTOM,KR,420,DUO_SUPPORT,13,1604385815749
19,12,4759122461,BOTTOM,KR,420,DUO_SUPPORT,13,1604382263631
20,147,4757862571,BOTTOM,KR,420,SOLO,13,1604314065809
21,147,4757697268,BOTTOM,KR,420,DUO_SUPPORT,13,1604311672576
22,147,4757711688,BOTTOM,KR,420,DUO_SUPPORT,13,1604309564428
23,147,4757577055,BOTTOM,KR,420,DUO_SUPPORT,13,1604307704984
24,120,4754056084,JUNGLE,KR,430,NONE,13,1604167742234
27,147,4753630111,NONE,KR,420,DUO_SUPPORT,13,1604153124107
29,12,4753373207,BOTTOM,KR,420,DUO_SUPPORT,13,1604147847581
30,12,4753324244,NONE,KR,420,DUO_SUPPORT,13,1604145427195
31,147,4753214356,BOTTOM,KR,420,DUO_SUPPORT,13,1604142037203
32,147,4753113204,BOTTOM,KR,420,DUO_SUPPORT,13,1604138019305
33,24,4752828842,NONE,KR,450,DUO_SUPPORT,13,1604136461642
34,59,4752753299,TOP,KR,450,DUO,13,1604134539308
35,222,4752617396,MID,KR,450,DUO,13,1604132776881
36,51,4752633488,NONE,KR,450,DUO_SUPPORT,13,1604131654880
37,222,4752507850,NONE,KR,450,DUO,13,1604130054012
38,112,4751238502,TOP,KR,450,DUO,13,1604072659773
39,32,4751322698,TOP,KR,450,DUO_SUPPORT,13,1604071189002
40,143,4751157018,NONE,KR,450,DUO_SUPPORT,13,1604069679884
41,147,4750686300,BOTTOM,KR,420,DUO_SUPPORT,13,1604059895099
42,57,4750573547,BOTTOM,KR,420,DUO_SUPPORT,13,1604056405980
44,43,4750541047,BOTTOM,KR,420,DUO_SUPPORT,13,1604052495079
46,147,4750401216,BOTTOM,KR,420,DUO_SUPPORT,13,1604048741337
48,147,4749894575,BOTTOM,KR,420,DUO_SUPPORT,13,1604042456490
49,432,4749789760,BOTTOM,KR,420,DUO_SUPPORT,13,1604040589864
52,12,4747758935,BOTTOM,KR,420,DUO_SUPPORT,13,1603939387843
53,89,4747609498,BOTTOM,KR,420,DUO_SUPPORT,13,1603928990420
54,43,4747647958,BOTTOM,KR,420,DUO_SUPPORT,13,1603925838633
55,89,4747576899,BOTTOM,KR,420,DUO_SUPPORT,13,1603922065905
56,432,4747645661,BOTTOM,KR,420,DUO_SUPPORT,13,1603919733379
57,432,4747635017,BOTTOM,KR,420,DUO_SUPPORT,13,1603917795528
58,432,4747612875,BOTTOM,KR,420,DUO_SUPPORT,13,1603913691629
59,432,4747621776,BOTTOM,KR,420,DUO_SUPPORT,13,1603912105470
60,412,4747490475,BOTTOM,KR,420,DUO_SUPPORT,13,1603902641484
61,3,4743737292,MID,KR,420,SOLO,13,1603750194532
62,432,4743726546,BOTTOM,KR,420,DUO_SUPPORT,13,1603747511701
63,117,4743706490,NONE,KR,420,DUO_SUPPORT,13,1603745839821
64,76,4741448761,JUNGLE,KR,430,NONE,13,1603637286237
65,875,4741413292,TOP,KR,430,SOLO,13,1603635263114
66,81,4741168558,BOTTOM,KR,430,SOLO,13,1603633634397
67,360,4741163905,NONE,KR,430,DUO,13,1603632384900
68,432,4740699394,BOTTOM,KR,420,DUO_SUPPORT,13,1603623755635
69,432,4740609631,BOTTOM,KR,420,DUO_SUPPORT,13,1603621002452
70,432,4736845491,BOTTOM,KR,420,DUO_SUPPORT,13,1603493673411
71,432,4736873731,BOTTOM,KR,420,DUO_SUPPORT,13,1603491120825
72,12,4736852033,BOTTOM,KR,420,DUO_SUPPORT,13,1603486057100
73,25,4736821007,BOTTOM,KR,420,DUO_SUPPORT,13,1603483556519
74,432,4736639269,BOTTOM,KR,420,DUO_SUPPORT,13,1603481331503
75,12,4736694687,BOTTOM,KR,420,DUO_SUPPORT,13,1603478384661
77,12,4734666970,BOTTOM,KR,420,DUO_SUPPORT,13,1603420518033
78,25,4732683707,BOTTOM,KR,420,DUO_SUPPORT,13,1603315845318
79,432,4732712203,BOTTOM,KR,420,DUO_SUPPORT,13,1603313197479
80,432,4732690672,BOTTOM,KR,420,DUO_SUPPORT,13,1603309533397
81,412,4732629170,NONE,KR,420,DUO_SUPPORT,13,1603307911484
82,412,4732647125,BOTTOM,KR,420,DUO_SUPPORT,13,1603305999055
83,117,4732644849,MID,KR,420,DUO,13,1603303685549
84,117,4732653306,NONE,KR,420,DUO,13,1603303065435
85,432,4732561002,BOTTOM,KR,420,DUO_SUPPORT,13,1603299750237
86,111,4732516310,BOTTOM,KR,420,DUO_SUPPORT,13,1603297342058
87,875,4730274798,NONE,KR,420,DUO_SUPPORT,13,1603205259972
88,497,4730096157,BOTTOM,KR,420,DUO_SUPPORT,13,1603202655409
89,201,4729977262,BOTTOM,KR,420,DUO_SUPPORT,13,1603200167050
90,875,4728850513,BOTTOM,KR,420,DUO_SUPPORT,13,1603141257971
91,875,4728688672,BOTTOM,KR,420,DUO_SUPPORT,13,1603139003585
