,tier,leaguePoints,summonerId,summonerName,account_id
121,CHALLENGER,1079,bAk0dWoBbPfacDPdVl-XB5QvTvsS23PCBTGZchWKOSEjlfg,Remika,OHBKmJSREx3ozyHvRObJx1iYF3AE-5JcM1NRPAlq_e7jGII
122,CHALLENGER,857,pPkiwHBVuUWZcbMgaMSZv0ItJAni4k61OI842qICHqWSYw,우우리99,SNWu4Eg0aNQvQ0tKIaZufPAAbWq-ISpf83kuD23KzwTv
123,CHALLENGER,889,i7YeC_B3lAXKxS30Cdf1ArqYLD0jQ17Blf1SKq-r_CjFqR9_,ehfdkdhsakql,JVGfq6BHPNhEbAC_ZEO5dnJAUX6UcyFCvCvppsD1t0umn81D1Pl194Ck
124,CHALLENGER,916,_FKlUEiMTT2ygmQmrY2tVEeHvYAGzfSHmEiSGFwgAOvT1w,MaRin,AZDWr3paxOOUoYZQ0bKF2_bqYYL1jIcib-S1Sxfo58hp
125,CHALLENGER,882,wbI1eGPm3to8F-2Kzhw1H6ov3tQhL4-NtPn4roRjO9mqmA,arrowIoI,cS4a1o-kam0YNyPxDJbq0jNAG95bVWZS7BGPAb8n7ivk
126,CHALLENGER,955,t9kFGxQldA-WVEvGMEFGefXZv8GeMOQZub8g3-oeIV8scg,JustLikeThatKR,lc9vbJLzm2e50aHw8xkgPTNR3jNz0jCxfHMjsxRM5t3H
127,CHALLENGER,920,n0Jzy7kBdno1A75IjRWoxzhNmXIX87EIIEdnXpKqxQMZcZI,See u AG,X9FMwzr98Ql9U2XqaTM3tBYxSJNRKhdDyPgdXT00LsJSU58
128,CHALLENGER,861,JeumnhRSCPpoYsqWCqYNaiS5FBmM15-xr8t121gn1VMkklo,down sleep,D8cyw8uRGWlhcGzOZ5Aq167iFbVDnM0jmKVOZ3dT8PFyeWzi_sgEUYTp
129,CHALLENGER,1004,ZFNkuI6L7V2mL6HumbeUZ7j83IUYw_MWL_7tQx0QaFqnrg,sheidodabuguo,opnNRf5wCZlM6zGiz5qJ43sR9fZePDIx39ZN9BekJTDN
130,CHALLENGER,1007,pdS02saOn-73nSQV2cNVpw9d5QiVvzirzM_K0jCDFYwLArs,캐 인,F8Ax_ygs1xkg8_v_o-egIlEbYdEiqeFbN2gRqZvAes07
131,CHALLENGER,849,EzH9Jid2BxYNFx1H24fA8xdY0P-0f-Zl2vNktIf-UnMyhHs,Teddy12345,n9mrKSCzv4w4VpQ9M2fTtxnNYlxq8s_CDlR_OZtBNOSHC5c
132,CHALLENGER,857,BzanoIePxI2P-oVQ_3LrMqbYWmYgFe9Keypg6EanjwbHr7I,테 디 스 틱,G4sGiQQqAKVcqkXQ7IX1eWpSO_8yE6XDKkKJY3UMIjxZPE0
133,CHALLENGER,901,8tnvmTqw2uvUPkoNIzl3InwfhEdmO-ETIpiLNp2oysgkmVU,Majo no Tabi,WIDsO2AXLfDBppIsp-ND3gTxo5sLnZrFln-nNJ60F4lCl7g
134,CHALLENGER,1060,IzJnF8YtP1lVzqbF24EmMhIG4-qv0KwLxPTaBkOuA3m-Hg,미쳐놈,KBt7fArfYOIYGeq8Q6UQB38UFz3GUOGg6b8WRZD8m-eu
135,CHALLENGER,864,ETllNKULIogREfSKOM68FVgA7l3dpQKfmy2-jYc6U16-b6M,qe0firugdfvi,iYIJ89OfCiQDZ4u-B0MbAq4k6bXjI_cQhR5vyQIPxEtgLZE
136,CHALLENGER,934,OH3lc1eoWYNM6GxWxIMdDSyyvC9FvDNpsgM7aw0F9WLbNzQ,shui di si chuan,rQaB7o68NMlcr64bxlxaBsv1ZyTAtBsTs6i6LYoW7veQXLMJbAQOZXGf
137,CHALLENGER,971,dkjADc3yaSYJcFqV9UlBwmb237FGsR28vAjX-5tNb8LAADM,KTA MID,zZarphZ0adxxGfqHzeqQmsrwXlDGaFnAdCIeA0bCSk5vdcw8fYTY_3SR
138,CHALLENGER,869,ru-sQ99HIFJiG0nUvDr722VNniN3A0PMSSIjYDIDr2ru__g,esortazione,MTo1sgovjoWsDCNSziPsflF3rp0_Xip7H7PQQdN5RUD9Z1wpLBBk5r3J
139,CHALLENGER,1137,M7PcvbWoBNiMxo4d2AFe2wohKrJEMYqy4nCHiR0ES7EQ81o,Gen G Dice,pvatzwQEnOIf0IijZbHh4vr0j76E-0sCKH6YHI4yDB_Nc-Y
140,CHALLENGER,1385,3Spui0kDuXnKJ3-S9SHOBWMsVrN07CV31E7kbnprbIuRNZ8,fnegjianjian,ZZNhuj8YVD2mOiuSDrGm4m0oyYkJEaVHDNohZGIVytetDvW8pgWpE7QC
141,CHALLENGER,965,j9vBtrLWaQsVKFvZcVb7tz7C1MPPR7X_yU-4sdufANQReq8,사 용 수,T1uT-rlYblxeGe0jBGRr9OmcX_S3FAxpgoeryw5HCGHk4L8
142,CHALLENGER,1178,pDUG4Ljlb8NkvP1jhiQ-vK3WfV2QO-gIviJY4zsjMg_qmOU,황제펭귄 5호,Cn5Y7ThkX1lfqW3Y-nKexfxH0jeTCWTq7i0GBR7B4xBJTzU
143,CHALLENGER,1383,KzHQVmR2UeWj9AblKbMRHcOdMLLMuUBqb_clO7HsOUNzTQY,이 차가 식기전에,GCjzZGRBjYerqH0KuOzJHnhgKxFNCWDGU95z5971Zu4RPTc
144,CHALLENGER,980,xtJBtIEe0wXs8dhNaEEPB3B1HCmCrUEfzbus4nqXxpGg51M,T1 Cuzz,HXoUci0Lyr7EmE-2EHax7n9Vv-LZgfL1i4hD_bajbXU927M
145,CHALLENGER,913,Sl9SWaxd-IQeN0sS0rxfgzjkwRIojmcfOe5-ZMWgKg3Q9kU,40900202,ZGeQOtU2FgpUgwLdJNHL-PwAG1iEWvmPvOhRp3ayuu7gytd-Ls0t2cAf
146,CHALLENGER,1100,mnISsbVkPr0bftyXtB6jDd5ERCX3xYN_8RHAFRLBma0B5Jw,Keine1,GoFuowPFVnNOu328ZUAx2s0k7RF3_ijJxZrYsDEvmhNpAg12t7NQnEhn
147,CHALLENGER,1185,h2Bh4icVdDBAxvYEXs9d2mIQOCupxaD5HXZUXCbWUfy3I_k,KT Rebel,Bjcn_IqX4GuCAMS16gB0Mq0N8HayQt8p2zHXgO1ToYg3EHM
148,CHALLENGER,964,jBrFlNTRttZo-UkndkzeG8v_9rbpQZsA6QH4F2xJ5IUthAM,Arrowlol,f-TmRisaLw0-AffJsSZllbdv6zX12YAOG_2MBhphsO4dMvU
149,CHALLENGER,1016,Xzq7Des2Ge1eNc8B4afWLcEXgR_BWYJrbuUzVLCdPpL32nQ,스컬지,aJFo9VDtNuUlrPmZg-UphevidMnCs8WVGMyvuYK6Ex8Wtzs
150,CHALLENGER,861,K-nGhzYVYLtCAbMgpNmLMK-XbmctLDdqfHuzeE6GWBOPoG0,칼과 창 방패,OCNi1lCtRoUKxWzkUbEtoW_GfI0o62tgd6fvb5oOaHZ2V6s
151,CHALLENGER,1145,7CsGay0_gDxkBWdWqsol783bJBPl2WPmD3eEGKEQZpvfpl0,kelinn,qjJjlr8sAptaJvN3VLRX8vm8xyIlbqLBeJIteAturUUwZYniEI4lz0Ks
152,CHALLENGER,1107,8djNSoNxnoYBjuSbiCDPIt6NXtjGNOfXmXqmrOtyhrhpf4M,T1 Berserker,zr5yCT5cWsnB7DPjUX1LZSFEj3Gg65Skf80bBejZB5iIpl6wGfNl0_0P
153,CHALLENGER,1139,8qiJe0u6UOUvTj4C40KwKvVqwnFs1yR21q4ZRsK4mPfUCQs,우 제,BgKE2CZ-nXYWmAjg_5LoSvFLgiIvbW_3SvLSkcoJm0JEw1AJlkixGljE
154,CHALLENGER,1204,izBrMFlmDdMVILD7PZjeB9Z_M32X154DpEjYYvoLvxgNRmk,mla,QeQhCKM69irhPVz7sdZVcc3JKY7OxIob4m_sCTOcy2rQlFGccULzs3xM
155,CHALLENGER,975,hzQJHUG7yuHNbi1_cvIaKj205lGEQOkk1ZDteR4WuHDhXaM,HSHTM,wWUtcyhEeEyz8VNFenwJH8fDpQYxDx3oCaCwczhD3NwII7utpTH1dsu6
156,CHALLENGER,955,hzfnF19edxkcC0iQtPh0WuN5eeYRqSWeyTamRkLcQZt0DNY,Light1500,MozM6dWtyE-QqVkTL5cfCre5zmj-QrAuj81SG733OT_sRGo
157,CHALLENGER,902,dEOzc03QfIaOHzKKC61UH7fX8XxWny8Xue9M2tN2o7XFmb4,DRX HP1,BA3ZbbGHvABJKklkY17loPAasl1bmQ14o59LWvJKbZfWl5MDgIegT1KH
158,CHALLENGER,866,Qp3BGNGHKpHKzjBX7r2h4-_dKG2W7K6Ldcci7tIssxboM0M,Sangchu,V80nZXG7hc95cnXS-YQ3olGGW5BZul283nkvx10BL0u84C0
159,CHALLENGER,906,mk2dI3d7txi-sA2D8_tDzo3JLXXqwdiuh9I9chdDjBq3Opw,Sweety Pretty,3_b-OmVgXdMQb9W6LyRgAC0VtCMUW2038s58xpwQ5uwaLlY
160,CHALLENGER,857,QDH7GkHEjJVoGKoXtHUyyceTz9VmQ1fVfJ7olhcKGbBXntE,군밤군밤,2tjq023wT3fFSYd6i_lsBIf28pkAIbh-Nvie4qFNao-8RE1P8LGM_HvX
161,CHALLENGER,848,svk4bbUDeCFppw4nl7aeg9lyNwPrBSyf0CRMdl0aGPVEDCw,홍콩반점 매니아,5xP6uDrKKRCiw0OuQNBW29EbJe18a8E2qN7g8eGmyWEo_QnDGCJDyROK
162,CHALLENGER,872,hXSvmNvdsOHor5JKNryi_CiXYcgGdyKBEmfkAc-4e2mVVg,섶 훈,xjbv8bUKNhatg8pPx0s1J38tqBZ9vmrs0qDKABbl9dmD
163,CHALLENGER,848,PBJQoSOoho-jFLup1yYjWaPTquRM_44Trx9-XyxhzgmY29g,DFM GAENG,R9EdCDpJfe3ooMem9oFsKlDa3TydqN_cAsrKFWpeh5oMsww
164,CHALLENGER,866,cG0F7oDa0b0JMynSVZEl8wZ93asemDP_dUIioY7-k7bKLHc,못할 때도 있지,OQ3jdjd_AK3E8VqzWldfoXoKNn3P0o_tz7Y5upIQ5ICed_HFT4BHWoLV
165,CHALLENGER,911,2RcQJSiSixrSgy5PavxekdovvtEAb_LwH2bLha1ibfI0NA,SANDBOX GorillA,x8Dvxgu_lCqWhWZ9zI4J7gFsvTRXnxYZwftL0onkVPGP
166,CHALLENGER,1017,XWy8yJnqu42DeCu3KzEXA7ERzMoymv6rx3qFIxgXzxNBvwI,H4rp,KRZVim598TtjRK-wBLFvHnusXsQ21F2Fit2rxs7JTmrdbA9snBCaIO9q
167,CHALLENGER,881,Z4Gu06PzsabNGwxCgTBANBbapphGseg9aDWJ7M0nKTWcceY,Envyzz,_AGB9b4rCQHlnjG3D2Ddm-wgud_tOYro2RwkReRSbeFQhW5WtvxrpyoF
168,CHALLENGER,1109,yZsjajjkS6-CM-uwayTpofUGyt4I8GBEWUi1IdT0QQ5Pf5s,T1 Ellim,6qTrOEgJw1LwzP3F2djlEOKM4Ng-NU2XDHogt3CGUEOXPHY
169,CHALLENGER,1248,0jCfJlo_DN3XEg8u0LrClFDh4fAGytILTPQ6rXdMXBx9Qkg,zyb,30BCjogYVGHJ4ska80sNmTvqFCgmeRj_4JFU42jjLnwjwqLOMx74Qpae
170,CHALLENGER,850,n1fVLmsnguSNstUWpwDoo-__l27S_RLEm7Dv-u49ZbH3qJ91,힘내다잘될거야,1GqBvZ9YcSz0Ke4qSf-5uMtNXNtgjp_eWcRbMg6caGQjUyi7rJZl4R89
171,CHALLENGER,866,zJQ9-W2oOx4dX8S_aFHZLAmIul9-L9fV1vn11DJS2O6ATw,군밤갓,znZcBFFJbpun2ZNGoH7kobqaThPVv7jLajcL0n7ETHX2
172,CHALLENGER,875,s8nCIvk04TiOFU7q0G7-kanpFunpSYOUESwi-UsWbUrJi6w,나 도일이,iNcZFZ4jNzIZqZrax2EthrdCLXCQQJoa5mhz1KAqON9ZI5csaCIyMbro
173,CHALLENGER,887,fHRbLPLvLEjNnzFXNE13Ab34-adFqoQdHV9ZBP01tMRF2HjX,wehui,nVioGAPKoLFIhs1k_IJ9bkRw9PNe0kTDHTksilWlf7Sf16HRz0Y05enQ
174,CHALLENGER,974,tQ38VL9du8Ka_qScvUtz8_klNfjwxknlOA1e4P0lTj-rUgE,01net,VnzdeTmFbP7tkQtKEcn3Rv2SQ0351GsHwECAzDtL3urOT4SF0dxoWBUz
175,CHALLENGER,885,syrTv6r-qcQGFLIEDA1bo1FS217RB564W-FV5siwDMhPt1g,elole,6RKPt6U3wpVk8PtklGHxPWkH0Tfsu1geDXGxKYg87zREpOyv_DS0yP1t
176,CHALLENGER,1141,cLGfGKEFYyosBsTMaS2dQ9IYRlmPicCM6vFRrvRsP3Ki7xM,clearlove9fans,E-Pgmu0zA9mijwxUasozlhEpAudg8m07PsNzbUZFqtYKDXPCMyVfVhYO
177,CHALLENGER,857,yT7tllTCgsnQ6b_ypc2XTG7bC3I1kDgqI7531nguKwCq8Oo,크고우람한요들,3J-N3eHSubkEoeXc-GNNAGeQtUVzll8sG_7mAkBZgXAT9FA
178,CHALLENGER,1073,uWx3BqIqXcMobsC7pMoN9yEibWD1TkrYmuI4R12GpSeMVL8,T1 Crescent,V9NZcKoijYoWgjGlojcdrdvX7iY6N34hTtjfWXLDYBHaV1wm4bPD_C_a
179,CHALLENGER,1048,3XtW-b7X2MR-SAaOIgL5LJXeiFmCbJ-62VzQ-QHFk_1xpTI,T1 Closer,aBkuFpJc4YIl3tpGPfrDYD4rzuXqwhGEazVY6z-YJEbUBGo
180,CHALLENGER,1006,zWrCdm87syqVHQlXQ-crJElNZCfnbkIkc_OjmN_zJYxtNVTt,xiaoyushizhu,h_eJnayDhVWj2JgQdd7ZtRPIXuyU4OQlDZpkDA-_Jq1Y3Ka8gW_YcgHO
181,CHALLENGER,1015,I0NyvOU5B4MD3oGoOiKA3PRaKnJXmSFMYeOiMCWM_HzGftA,꿀벌예찬,8mG4QeKRv5GU8eHyMaW_PD2gzIOwgkJhwUTNNnNoo7UzYJXAaZV0_6el
182,CHALLENGER,854,EoL63cu-CbInDPqjgsJWtY_A5yMjAb4ev7BnQ0hT3cBZm_0,can see you,OknTjBJgRj2_k4MTE1xJYNTd73dveBOp26WAwbLO0ZG2q740wdtc-ork
183,CHALLENGER,901,DkAJ-HMsbgjtHz64ewbRwNZJGT4Oj4uOFi8oRxEeBsjaCHY,GGGori,PBPe7CMC-TlpM4i8M9B6SH4vJPqLo9KqPFKFpT48n5wurBY
184,CHALLENGER,908,CqernTX0eCNAXGmtqn4aV8am-a9fWP7WP-PKeadDKEDfdBk,MooJin777,T77xCgxj7U0zoV45OpFeGZw7a7A96DGqh0nxwd_Hvibk_6E
185,CHALLENGER,880,1GX1LjYGNZOifjUEeTsHOZUIC0PLCfwmcdFeO6MuAUaXdRE,Awe Dive,W0AFFOv8WTz8LlvIo01LEHEt8k37cEQDHI24J6zMEHaX0ZU
186,CHALLENGER,1002,ugmtxDL0VmdY_WVB0dMf_WGRkYHc2XKqHIzHlLTWjA6xBHw,impupupu,0Lt7ru6VXv_47uBxYKtHhlSis5-T1jl0ZPCxUqWAn2oQGI4
187,CHALLENGER,887,reTt_OWvtPKORQj6f_2OJT0XKU8zoVdRTfF6cctblcZLoV4,Gen G Peyz,RCDfiuvUYk8g2-HE6eRtz3KlCdQiMANsFo-uYBMiZpx5yS2jyknuczS6
188,CHALLENGER,1374,YbiiAyeNQOP0zXyXj2xeIQ3N8C9ZKbAAB6k8ppsOsicm_DE,미친듯이 파이팅,AXlTkmwtBaEo0IaR9z9zBMwQqwHiQ1EkT1vGHtZy5GzbFys
189,CHALLENGER,904,a2pdJofkKXaLHSOnemZxQgfJwVgOnGP1RVnKnQsbMIa7-ZM,SoftM,j-6BnJR4atq0JKD5pfrB_P4aID0EGDP80lkZk51J7CGSejU2CnmSqwjD
190,CHALLENGER,1214,sEb8kfrXvZ7D72XdkBuIRWsjXNbKqRPguX1019Bln5Y4pgQ,FA Minit,gZItheLMqLaGSM0vWIGZVnWq2P1Nyrm5hKc5eSGMxTnzyI8
191,CHALLENGER,894,Gm5X39rWejyzjsbTDcd3bCiYQykSPE9ybumU1frgVZGEjbU,qlqlqlqlll,zQabljmftM5Fu9dNZh8y7Oivm1mc83Xy-wLF_sREM7dABo3TB-9lsp4q
192,CHALLENGER,863,HYgKfAZ18uLrlewHAwPV8T-mdn_eJRhVJji3FxDC5SNy1x0,정훈이의 모험,bDzALvn7O0r5jmrjenSEJozzdZI2MleukOTND4UdhPqzuA4
193,CHALLENGER,1105,Fqd7Bndwn5yR8vrmI4MKngPuagayLZMe5cfMj-HG_NZMFw,단군의청춘부재,Rl3TcQ4W9A7f5EXMRdfhL8lQ7C_PV47srm_leR_kr6YV
194,CHALLENGER,866,pds-v7jtUQ1mYJoKd3GisswFZ6_RPbDMBrAtPbhMHD1bTgU,yujunjia,IWdzoTUsQTC2ElLzJA-tVT8C_v-d-QbyKJXFqfKeLhxWr9QxMgP9qgow
195,CHALLENGER,1200,SnUsu9iBLI_4CQIVe05hpsX9HOEe71qHYSKA69mjAT9c1bI,Strange2,V2sXp3xkkJhjHBW6unhLBMwKZT2E7oD17ze7bw1c3sQc8FwsGssFUUUA
196,CHALLENGER,1116,WrS3IznrQi3o3BQuFzGnR-Ygv1Y7TyStXdZ-r0g8KahGpb0,SANDBOX FATE,5CiIz8K0EvhYH0xNAN655woltN0KblL0_tU3eeYTYcq-UQs
197,CHALLENGER,1222,nZrgEFsO89wNUc_XBlDWbupEwbT_dRlgPXPfYdLAIJozy2s,밤이싫어,USrCCvH6YDpeSrcQbxxOeEmP1j5bAF4QAnKKvG6a2wa5ehw
198,CHALLENGER,998,p8qTPxUqBztfYaFDeCsPSTC_yAcRQU_CkkqdyC2tn6cxwps,보충제내놔,JIhZPeCX3KRfIDY_ZKGQl0LXpxdiFI3wS6NmdoNQKLZYd0o
199,CHALLENGER,1256,91bnoWiQE1Fl21CW2qNxUz-TNRyMjqGG7CBS909PyD4yY5I,Bbvoy,HiQbTJtbjzbG89hE5i681tQ7So9nzYxv8tsiX6MAmp5KCvAR8lb7opLj
200,CHALLENGER,1116,atNPXAlZQ-rQweQXONr2d2udjI9xhyr7jLjQCywlV6ZCXq8,칸 나,uFes008Xfma9CgvHi03WXs-mt30Zzpr6UgfBRmFeWPN5L2RmxIp0rMUg
201,CHALLENGER,860,3hY8rs6pziyISyXvlN5HoSwuTjIGAJOXnfupuyIDADIaZmM,YeXiangLun,6okQl8BT2Elx8Lek62H94WPUFrwY71Yje6e1uR_Zo-UL3ycgkMENSmq0
202,CHALLENGER,1177,ijYEtnGNPFsGLDyDC7ib5ckTqrheK3TCxq1yj9tW6uD7NYA,Gen G Kellin,f1wDUSAIJor3_hLgEE7zkMTBId0c_Qd7qygdy5i00oiQtpA
203,CHALLENGER,1281,Guuq-SUXMcTP2Nc4IRPCh_czvJcOHxnhjA4uMC_D4QMsTd0,Pnpm,xj43NizpUK65D_flBmLlnmMYGDP5bReUFc_itQWR5d3I5XaWrzVvV0ku
204,CHALLENGER,864,DApgohGXyLtC1SRtIT3gwgSGs_MHTyfUDTPGs-WdMOEMzf8,박탁민,XlQYCsefVTnFIATY92IOvJL9FBHIjN-EpdrIfHfFssT7aa3mSSMfxOFI
205,CHALLENGER,854,eUps0GLVBdJBuz9amKDauUCLk_Q0efX47cPLHvGmJwlakZ8,Shadow Supreme,QGLE_hw255ejHErsKO87KvvMLKpQanGrzyJHZIpNAsFnn7s
206,CHALLENGER,843,4ZPxc1_DswskT0eX7TK1UF9giNmhpEbLO2fXmGlFjkIqL7M,SANDBOX Route,9Q6NaRZBFVG8bbB0zXapkOhtUNbjza4hGuKzA_PXkeTZ53o
207,CHALLENGER,905,yft1s52SiAOC2g9V2O56EoMPWj-A5ZM_SgcRs2gTVL6SbCM,간다라쿤다,9_TRb-zrevBu9nk_YSbpmBRFG555JDQI3wFeu-WTn7QXSVI
208,CHALLENGER,1190,4OSSiuVysOWwKVM2GMpBQmIj6QDQnSy5mOp8Mth6LqHhTpk,윤용호,Pvho23uRuBjzWWV91ToL1fTaWLb_PIH6ViRWdnO9WUSoEdw
209,CHALLENGER,942,NhTBA2LGthY_fKK8mD1YNOTflOpL_eLhz-_IVzhcSXR2OUU,승지부기,ie23NrAKt54htcnpTnNXGrFIhcQvvStHtyTTX0hwq2wv6_M
210,CHALLENGER,1289,teGrzvMwRMfQaQ5dzHY7qR_iBpvpoAIhX-RoBVWXEGHBg-A,ashead open,ra42TbpaVwYlv8gSPnMfRXCmpK4KnQY1B9M7ctjMmmmc9_SFYCAnB0pp
211,CHALLENGER,876,LVbrTfD-f8_ZK_4m6l8kkEwoGy0nZTqYY2XSgxvsM84cOw,하이드,27RDXq-zwjjPZCYCEEKomjhEkGAkIcG26-DMAs9xUOM2
212,CHALLENGER,866,siHNu0Mpz-H9zYYF9R2xlaBamRrkS1dlxuJRy1N6fMoGcQ,킹 갓 황 샘,ab-DoATN30aeDfup9yDoDsuUGDZNojuvGp-4S-5d2CpN
213,CHALLENGER,907,jgh9V3g3KpjnNNBq1y78yJG5JtV0ns9jg7vqXMh9p_Xz36Q,TopJg DuoGameEND,Gn4SJHNGZt5DiUxVd4CZSFTr3dTm-vWCJF0DSviq8dTLIek
214,CHALLENGER,887,Akd-jcWrWsqteVBbKqhZA1l_jfN55xlOX_qr25DkF6xu0Tc,Uneasy11,KjIg9vdzIlz1GXctqzay_6hE2A8MMFGsvyO3t8q1gEqa2PIJyn1Byagu
215,CHALLENGER,861,BtJtvvhhcnf13adRypaDVKwmXx4LDTmMqCdmAiMpD4HyOkw,sahdr0520,MWyGVlnZN4so0Vdwfkowy0cXBtTSQzV_M2otBl3_6Bp0xfU
216,CHALLENGER,917,7_cNthYWx5WPY3hgUxavccI8XIL90XwwwH0gUFvb87H-g-c,롤오브레전드1234,NKl5jYFCr04DkllbUCeIhyjDMMfFu9mqWMfJkYhxulF3Nf0
217,CHALLENGER,784,loM8CbIOOpS4xDE7Hamc8gehYqrsPDiwyvL7tdxRj0L2z34,szygszn,LmrH59GCjPFthB-SlBRebWPEnJ4owzlrZjAjTDYA8jNDJx4hRexmmUpD
218,CHALLENGER,1307,5QnLTE9w3waIUryPzDUuqd_ogyDPDCGldKxHfSyhS2CNdRQ,쭌 베,RSMiMpKRphrGLIUeRwZrPtka8p5laO1naC0htBp_MPTdtPs
219,CHALLENGER,865,srSp_j6FZU5yTVQkSv-Czok3dLONhrG9_lXJYqMnfYmvji4,마이티베어,F0uwhE-eRXCjqtjo5NEfKbsUbBUbCoPvtSDszB_qFKL7-sE
220,CHALLENGER,861,7fLirY257_j-b29T18ODOKX-iB4apRU8BGrfJPlS1yIf6q0,mogubaby,lkUYlr9aR_JRzPVCjSVzzVl7MIdNBApfjp2c88QhM5qYLdYImad0uflI
221,CHALLENGER,988,XM80bsRt1-1K3_f90To2TziWLuEgHhTCKqbLAuXUwrIURnCjo6lucskLoA,J D 황제,tys8-c8KLLd20N1VzqRLkvQk8fs1GJJQ_gbJWR5sJObs6RDwqFbZSXPJ
222,CHALLENGER,1520,1OOgZtOvA00M86PaqQ3gvBPwtvdEXNGzwSXKLJmsggNyhBc,용호야,F-WQQE9eCxTZwDatrvUZhQ0c-R9g71_JPIzjY2lltXN5tX4
223,CHALLENGER,1036,rtjB2YaLrLLJF6-dvZP1u8wpFzESWPsPJ2Gw3WquDsCPNw8,Mask 21,NqREUyEGsSYGFBEu67m-0nzYdNMLLrwjDqIOEDMBxVO9Cf8
224,CHALLENGER,868,-2gCwkcUh6Teflrf0OZAhc-GMcSVNWi7PSV-FKXOiA6jamM,Asperlol,dY-S39fxQUC4a_WnZNkG3TbJdHYQeZGbPFvd8K-8qSolW0o
225,CHALLENGER,1193,BcAo9F3oVswA5msAHYuVfW9bCak_1zo-Wmc1kqQCME-uWUQ,Pz ZZang,iMHGBxMeLd-u1207fU1yQ1EKQJauU6xBjBm7VURCN7TcXcY
226,CHALLENGER,858,1zC-WPvYEHxjqcodQ-tIckDe31AfbkeDqElsFlYMKOHVbgo,FA P0P,Inu8FUinZTmtc13Bsm7nqiemeM7oTiihGBrlpeJQW2PAJoI
227,CHALLENGER,873,4J0rqufKA9g1OWyVuWAQlwFO9c09F-3Jl5ZRLHTe5NyUE9c,퍼플팀 죠앤,zdzo_80g8BzVKS7yisAWqPIrCjzn2Ojub_ZWAfHNZxHca0zGmsv2QaC0
228,CHALLENGER,1020,ceZRZ33F-y_g2IgmaPZudLE8BF0ZW9pzk8ZoSfclDGbFHe0,But All,QFPeGzZIvo47fmJsxpbo-RxlRkqDCv4fCbvGIwsTUK92q9s
229,CHALLENGER,1014,_pKId_qe6-fxA5-TsmIlkkZUT47GKikm3hJpYRTO2K28njI,Awe Smash,yT3Ler4S3xgSm88tpAgUmbcrvsVhINhXTKaemX9n0zEJi2w
230,CHALLENGER,847,fB4tbAMqIdCP_jMffnJFEHHJugfJhRErGNM7hZ2PA-x3kAc,순 의,EX5eHrmokssOxH5x3hSrIyjJD_t9jkR-4fxFwFMxHhMB
231,CHALLENGER,863,ksNhW5Mbg0hAc49kbVxgrAzMzisJyRI5MoprwzzvAStx5bk,TDBYY,k6VaD7AmzEN2owfg7H6yei1rTL_irQO1OzI7rKiZvqyBu-s
232,CHALLENGER,870,xACfMtTBJ8mi93KCWfzdGCDpcSYMQNkAd68Wj71wla59ZYtp,huibuhui,BeFOcz7j18iX00TFcSkjyp3zzR2U5m61qBpF2nXQ7xV-n3WHhqaGc27M
233,CHALLENGER,875,cr5X_Za8VO4DC05-M8LOXpUKBIJ6CP85D3ge3C3a7FbTyLw,SoIo PIayer,50vZpdLX4LUVYTm6y32Z3ZNY7YOEcFil5RRmbV07AI9S20Txmot6a0MI
234,CHALLENGER,895,6cA_0a6HkMin_hUupOHkbzaf4h89aX0oVs0lvRzRonS_oSg,Iava,9i8rIhlasjZumkutkUzAHZYGuC7wY1QyncpLx43SAGFUi08
235,CHALLENGER,893,evAAO9_QyUDaoHoZ7oGdnOJwfL4VZRM85Noc9oIwI2GpKHE,hao yun bao bei,al4JlLL2uJtYb9j1ff3-8ZF4ZkEbVPh1IT1TJx5tVcssVkTokWi6dQKy
236,CHALLENGER,1003,uPyPZjquiNLTMOKQK6lXvIRvw8Sn1uvJUafHJ_8dQrKVWgs,딱따구리부리압수,UGnXueAbS6kxvbyZVhghVHmzVpa5ea9J_bYzk09RlVpBJeE
237,CHALLENGER,1060,7uhS0N1zEjPJsO6SgU27CEfZ9950sL_d9X0rvhtNQhadiJg,SANDBOX Dove,C8rfCYMVOvkVRsUrefEAXJsvfswNgTv66Brt0uwgzUYB6x0
238,CHALLENGER,901,gMHkXxc4LBdwEPultDdiToYkcydxN0GFMVXqy1YU2L-X0_s,모두다함께차차차,-YmlFWwcrQMbzF-m9rA9jN2bIA5kqLpwOenHdh82_pBLQ6Q
239,CHALLENGER,857,yb4sPRe8-Qcar8h6AEj9AQabUfw6JjJIwxV92ITpdjoKsgQ,DoRun,LTMLoONH75WmDvsIDmeUTer2bio9JP1K-LvrqFnCE9HZgfo
240,CHALLENGER,1375,eFaVTs9WDU3fVAZyUnI2J02_K2tmiignDhS3DNWu2a_7LZw,FPXzhaoAP4506303,hlumFV3zbi3sIdKVXsKn2TVvydVm4fKxVHXtsKdDNgCAQrT_BvshcWpx
241,CHALLENGER,864,V-3hzUP3FaceEPA9OraOqyu-tY2OYusZ0TLVhsKs_E0L0Cbx,소년가장 원딜,8-voYllivoi9b2A4eAcT2xcAipT7mnwWsGp-b8IbTOjXXeMXMByMdC4W
242,CHALLENGER,893,I6GXYsGH4LVTYxGJhyPQSN4CRjRSBYPhdIJ-DgZ2hViPpB8,김도칠,sLmdD7ShLY8ZNV8x0GRHrykLYwOaUkq28ge6lbDiV0STUTI
