,266,164,31,122,36,114,41,86,150,74,420,39,24,126,10,85,240,54,62,82,75,516,78,133,58,107,92,68,13,875,98,27,14,72,17,23,6,8,106,83
1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2,0.4545,0.5063,0.5,0.5,0.5,0.5152,0.5,0.3784,0.5,0.5,0.5,0.4111,0.5246,0.4211,0.5,0.5,0.5,0.5,0.5,0.3846,0.5,0.5366,0.4318,0.5,0.4808,0.5,0.5,0.3846,0.5,0.5,0.5357,0.5,0.5,0.5,0.5,0.5,0.5,0.5862,0.5,0.5
3,0.5556,0.4713,0.5,0.4,0.5,0.5926,0.5,0.5,0.5,0.5,0.5,0.4051,0.495,0.4531,0.5,0.36,0.5,0.5,0.44,0.5806,0.5,0.4595,0.4483,0.5,0.5043,0.5,0.5,0.5,0.5,0.4106,0.3962,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4444,0.5
4,0.413,0.4815,0.5,0.4615,0.5,0.6383,0.5,0.52,0.5,0.5,0.5,0.5732,0.6506,0.6346,0.5,0.4516,0.5,0.5,0.617,0.5,0.5,0.4615,0.5667,0.5,0.46,0.5,0.5,0.5312,0.5,0.4388,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5385,0.5,0.5
5,0.4333,0.5385,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4444,0.36,0.4828,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4286,0.5,0.5,0.5,0.5,0.4231,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
7,0.4205,0.5172,0.5,0.5,0.5,0.4902,0.5588,0.6774,0.5,0.5,0.5,0.4815,0.6393,0.5085,0.5,0.5,0.5,0.5,0.6562,0.4412,0.5,0.4643,0.6667,0.5,0.5102,0.5,0.5,0.4815,0.5,0.4841,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5897,0.5556,0.5
8,0.5424,0.443,0.5,0.4333,0.5,0.6562,0.561,0.52,0.5,0.5,0.5,0.3846,0.5,0.5172,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4681,0.4894,0.5,0.4462,0.5,0.5,0.5476,0.5,0.5081,0.4286,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
9,0.6207,0.5769,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5484,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5769,0.5,0.5,0.4857,0.5,0.5,0.5,0.5,0.4615,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
10,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5125,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
