,523,22,51,119,81,202,222,145,429,96,236,21,360,15,18,29,110,67,498
1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2,0.5288,0.5094,0.4194,0.5,0.4731,0.5333,0.5,0.451,0.7213,0.5,0.5333,0.5069,0.5,0.5,0.5,0.5,0.51,0.3462,0.5
3,0.5417,0.5439,0.3953,0.5,0.4734,0.4382,0.5,0.3524,0.7143,0.5,0.4124,0.5248,0.4545,0.5,0.5,0.5294,0.3902,0.4118,0.5
4,0.3824,0.4578,0.4889,0.5,0.4971,0.5414,0.5,0.4762,0.5294,0.5,0.4872,0.5328,0.5385,0.5,0.5,0.3548,0.3514,0.5,0.5
5,0.6765,0.4318,0.5,0.5,0.4677,0.4694,0.5,0.475,0.5,0.5,0.4286,0.4848,0.5,0.5,0.5,0.5,0.5,0.5,0.5
6,0.5,0.5,0.5,0.5,0.3611,0.64,0.5,0.5,0.5,0.5,0.6154,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
7,0.513,0.5,0.4857,0.5,0.4947,0.5645,0.5,0.5615,0.4853,0.5,0.5433,0.474,0.5,0.5,0.5,0.5,0.4301,0.5,0.5
8,0.549,0.425,0.3548,0.5,0.4645,0.4865,0.5,0.4156,0.4808,0.5,0.5243,0.6228,0.5,0.5,0.5,0.5,0.5854,0.5,0.5
9,0.5385,0.5,0.5,0.5,0.3898,0.4615,0.5,0.3889,0.5,0.5,0.4595,0.5333,0.5,0.5,0.5,0.5,0.5,0.5,0.5
10,0.5,0.5,0.5,0.5,0.5217,0.5,0.5,0.5,0.5,0.5,0.5,0.4762,0.5,0.5,0.5,0.5,0.5,0.5,0.5
11,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
12,0.4947,0.5256,0.5745,0.5,0.4762,0.3576,0.5,0.5268,0.4098,0.5,0.3939,0.5684,0.4184,0.5,0.5,0.6486,0.6,0.48,0.5
13,0.4722,0.5,0.5,0.5,0.5616,0.5,0.5,0.4688,0.5,0.5,0.5429,0.4857,0.5,0.5,0.5,0.5,0.5,0.5,0.5
14,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
15,0.5,0.5,0.5,0.5,0.5577,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
16,0.566,0.5,0.5,0.5,0.3871,0.6923,0.5,0.5,0.5,0.5,0.5345,0.4933,0.5,0.5,0.5,0.5,0.5,0.5,0.5
17,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
18,0.4615,0.5,0.5,0.5,0.6,0.4444,0.5,0.5,0.5,0.5,0.4773,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
19,0.5,0.5,0.5,0.5,0.4286,0.5,0.5,0.5,0.5,0.5,0.28,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
20,0.6098,0.625,0.5556,0.5,0.5455,0.5128,0.5,0.3333,0.5,0.5,0.46,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5
21,0.4801,0.4855,0.5492,0.5833,0.4977,0.5294,0.5588,0.4972,0.5288,0.5,0.4341,0.5,0.3333,0.5,0.5,0.525,0.4704,0.4138,0.4384
22,0.5349,0.5,0.5169,0.4483,0.5225,0.5038,0.5,0.5304,0.4767,0.5,0.451,0.5145,0.3636,0.5,0.5,0.5349,0.4524,0.5,0.5
23,0.5484,0.5,0.5,0.5,0.4615,0.4848,0.5,0.6071,0.5,0.5,0.5294,0.4048,0.5,0.5,0.5,0.5,0.5,0.5,0.5
24,0.4752,0.487,0.4375,0.3636,0.5213,0.5344,0.5,0.4706,0.55,0.5,0.4171,0.442,0.4565,0.5,0.5,0.5152,0.5443,0.5,0.44
25,0.5195,0.5625,0.4516,0.5,0.5565,0.5059,0.5,0.6316,0.5625,0.5,0.5294,0.5176,0.5,0.5,0.5,0.5,0.5306,0.5,0.5
26,0.4412,0.5,0.64,0.5,0.5882,0.52,0.5,0.3636,0.4483,0.5,0.4694,0.5538,0.5,0.5,0.5,0.5,0.6552,0.5,0.5
27,0.4286,0.5,0.5,0.5,0.4898,0.5,0.5,0.5,0.5,0.5,0.5,0.4419,0.5,0.5,0.5,0.5,0.5,0.5,0.5
28,0.5,0.5,0.5,0.5,0.4737,0.5,0.5,0.5,0.5,0.5,0.3103,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
29,0.5581,0.4651,0.52,0.5,0.5526,0.3676,0.5,0.5405,0.5,0.5,0.4783,0.475,0.5,0.5,0.5,0.5,0.5,0.5,0.5
30,0.462,0.4526,0.5185,0.5185,0.5134,0.5109,0.4286,0.3433,0.5395,0.5,0.4788,0.5455,0.4138,0.5,0.5,0.4615,0.4516,0.5,0.5333
31,0.5,0.5,0.5,0.5,0.44,0.5,0.5,0.5,0.5,0.5,0.44,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
32,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
33,0.5,0.5,0.5,0.5,0.4286,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
34,0.5,0.5,0.5,0.5,0.4571,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
35,0.5143,0.5,0.5,0.5,0.4237,0.5,0.5,0.3429,0.5,0.5,0.4615,0.5833,0.5,0.5,0.5,0.5,0.5,0.5,0.5
36,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
37,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
38,0.35,0.5,0.5,0.5,0.4954,0.4722,0.5,0.5303,0.4848,0.5,0.5,0.5455,0.5,0.5,0.5,0.5,0.4889,0.5,0.5
