,32,245,60,28,9,79,104,120,427,59,30,141,121,203,64,876,11,76,56,20,2,33,421,113,35,102,163,48,77,254,19,5,154
1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2,-1.0,0.6381,0.473,-1.0,0.4,0.3913,0.4898,-1.0,-1.0,0.6389,0.4821,-1.0,-1.0,0.5435,0.475,-1.0,-1.0,0.4576,0.4359,-1.0,-1.0,-1.0,0.54,-1.0,-1.0,-1.0,0.549,-1.0,-1.0,-1.0,-1.0,-1.0,0.6176
3,-1.0,0.4571,0.4177,-1.0,-1.0,0.375,0.4886,0.3111,-1.0,-1.0,0.48,-1.0,-1.0,0.4694,0.3807,0.5378,-1.0,0.4468,-1.0,-1.0,0.5102,-1.0,0.4194,-1.0,-1.0,-1.0,0.4634,-1.0,-1.0,-1.0,-1.0,0.4615,-1.0
4,-1.0,0.5769,0.5,-1.0,-1.0,0.52,0.5333,0.5556,-1.0,-1.0,0.4853,-1.0,-1.0,0.5714,0.4926,0.5636,-1.0,0.4796,-1.0,-1.0,0.68,-1.0,0.4937,-1.0,-1.0,-1.0,0.4643,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5,-1.0,0.4,0.5625,-1.0,-1.0,-1.0,0.4286,-1.0,-1.0,-1.0,0.7576,-1.0,-1.0,0.4643,0.569,0.5909,-1.0,0.4925,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4286,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7,-1.0,0.408,0.5231,-1.0,-1.0,0.4789,0.5278,-1.0,-1.0,0.4872,0.5694,-1.0,-1.0,0.6458,0.4747,0.3704,-1.0,0.5,-1.0,-1.0,0.4464,-1.0,0.581,-1.0,-1.0,-1.0,0.5789,-1.0,-1.0,-1.0,-1.0,-1.0,0.6286
8,-1.0,0.4884,0.5893,-1.0,-1.0,0.4889,0.5658,-1.0,-1.0,-1.0,0.52,-1.0,-1.0,-1.0,0.4834,0.36,-1.0,0.5493,-1.0,-1.0,0.4138,-1.0,0.557,-1.0,-1.0,-1.0,0.6047,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
9,-1.0,0.4324,0.4333,-1.0,-1.0,-1.0,0.4138,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4545,-1.0,-1.0,0.5312,-1.0,-1.0,0.6,-1.0,0.6562,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
10,-1.0,0.4667,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6207,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
11,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12,-1.0,0.4479,0.6056,-1.0,-1.0,0.4884,0.4845,0.4255,-1.0,-1.0,0.3529,0.4483,-1.0,0.4737,0.3974,0.5529,-1.0,0.5785,-1.0,0.2667,0.5556,-1.0,0.4658,-1.0,-1.0,-1.0,0.425,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
