,12,1,432,53,63,201,40,43,89,117,99,57,25,267,111,518,80,555,497,235,147,37,16,50,223,44,412,161,350,26,143
1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2,0.4444,0.5,0.5385,0.4242,0.5,0.6667,0.6,0.5283,0.5167,0.5938,0.5,0.4038,0.5517,0.5,0.5377,0.5,0.5111,0.4407,0.5,0.4239,0.5,0.5,0.5,0.5,0.3953,0.5,0.5139,0.5,0.3455,0.6154,0.5
3,0.493,0.5,0.5714,0.3913,0.5,0.5,0.5833,0.5,0.4375,0.4362,0.5,0.5306,0.5714,0.5,0.5652,0.5,0.4887,0.4,0.3214,0.4646,0.5,0.5,0.5,0.5,0.5227,0.5581,0.45,0.5,0.4595,0.5,0.5
4,0.5745,0.5,0.5814,0.4211,0.5,0.5,0.5,0.5143,0.5397,0.5763,0.5,0.6939,0.6286,0.5,0.4,0.5,0.587,0.4706,0.617,0.5,0.5,0.5,0.5,0.5,0.5556,0.6842,0.4906,0.5,0.5833,0.5,0.5
5,0.5,0.5,0.5588,0.5,0.5,0.5,0.5,0.5,0.6765,0.4333,0.5,0.5,0.5,0.5,0.3462,0.5,0.4286,0.5,0.6429,0.5227,0.5,0.5,0.5,0.5,0.5,0.5,0.6304,0.5,0.5,0.5,0.5
6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
7,0.5676,0.5,0.5889,0.5179,0.5,0.3571,0.5556,0.6531,0.4815,0.4737,0.5,0.4706,0.4545,0.5,0.4574,0.5,0.5244,0.4737,0.4688,0.5391,0.5,0.5,0.5,0.5,0.413,0.6667,0.5476,0.5,0.4643,0.5,0.5
8,0.5,0.5,0.5857,0.5,0.5,0.5,0.5,0.4054,0.5574,0.5135,0.5,0.4651,0.6071,0.5,0.4943,0.5,0.5224,0.4643,0.6389,0.4557,0.5,0.5,0.5,0.5,0.6765,0.6774,0.4828,0.5,0.5676,0.5,0.5
9,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4074,0.56,0.5,0.5,0.5,0.5,0.5938,0.5,0.5588,0.5,0.5,0.7436,0.5,0.5,0.5,0.5,0.5,0.5,0.4242,0.5,0.4643,0.5,0.5
10,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.52,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
11,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
12,0.5,0.5,0.6234,0.4773,0.5,0.4615,0.4286,0.5,0.5091,0.4615,0.5,0.3585,0.4894,0.5,0.5349,0.5,0.5145,0.4318,0.48,0.4898,0.5,0.5,0.5,0.5,0.4516,0.5122,0.4692,0.5,0.5312,0.5,0.5
13,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.44,0.5,0.5,0.5,0.5,0.5,0.6333,0.5,0.4722,0.5,0.5,0.5429,0.5,0.5,0.5,0.5,0.5,0.5,0.575,0.5,0.5,0.5,0.5
14,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
15,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4167,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
16,0.5,0.5,0.4167,0.4667,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4516,0.4286,0.5,0.5211,0.5,0.5,0.5,0.5,0.5,0.5,0.4872,0.5,0.5,0.5,0.5
17,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
18,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5
19,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
